tweetDate,handle,text
Fri Dec 17 16:50:25 +0000 2021,ibroker_es,"Ayer nuestro compañero @Aguirrebroker estuvo en la mesa de análisis de #diasdetrading. Para más info de la situación económica, no te pierdas su intervención en este video. #ibex35 #dolar #petroleo #analisistrading https://t.co/3KIrFlFHgR"
Tue Dec 14 16:47:35 +0000 2021,CAPITALRADIOB,"🔴 ANÁLISIS | Hace unos minutos contábamos en directo, en #MercadoAbierto el cierre de la jornada para el #IBEX35

➡️ Lo hemos analizado con @ACasteloL de @ibroker_es 

🎙 Aquí tienes el podcast 👉 https://t.co/4ch0kYDNPc https://t.co/SRraeHNwYI"
Fri Dec 17 07:30:00 +0000 2021,VictorG_bolsa,"""En España no hay acciones buenas todo baja"".

Capitulo 2: $MCM Miguel y Costas respetando la media de 30 sesiones y mejorando poco a poco. Despacito y buena letra.

#ibex35 #españa #bolsa #trading #acciones #europa #amibroker #noticias #radio #tv #economia https://t.co/MojjfMpuHf"
Thu Dec 16 09:17:30 +0000 2021,AUDIOmercados,"Tras la #Fed y #Powell hoy tenemos la cita clave del #BCE y #Lagarde cuyos mensajes en su última rueda de prensa del año 2021 no puedes perderte!

Como siempre en directo y en español!
👇
https://t.co/zdg8xuBizJ

#EURUSD #trading #forex #Bolsa #DAX40 #Ibex35 https://t.co/7n3S5cqeUV"
Mon Dec 06 21:01:14 +0000 2021,Bolsacarlosmari,"#Ibex35 actuó el lateral, veremos si es capaz de cerrar el gap y probar el canal creciente perdido, lo que no quiere decir, que el peligro haya pasado, https://t.co/GtAzSjisMN"
Wed Dec 08 07:20:45 +0000 2021,AUDIOmercados,"Morning Call 08/12: #Pfizer ofrece protección aunque sólo parcial contra #Omicron, los activos de riesgo siguen recuperándose tras la mayor subida en 9 meses para #WallStreet!

Todas las claves gracias al broker @IGEspana
👇
https://t.co/qaUP51twds

#trading #Ibex35 #OOTT https://t.co/ywOql7zTIH"
Thu Dec 16 16:12:34 +0000 2021,Albitamix,"Este viernes vencen los contratos trimestrales de opciones y futuros sobre índices, y las opciones sobre acciones: la famosa “Cuádruple hora bruja”

Yo ya he rolado los contratos en mi bróker a los de vencimiento Marzo

#bolsa #trading #indices 
https://t.co/X81n0YEVZV"
Sat Dec 18 18:30:00 +0000 2021,VictorG_bolsa,"Resumen de intervenciones esta semana en los medios de comunicacion 📺🎙️

Powell en directo @k_rolus 
https://t.co/FHvNkcnT4b

Analisis FED @CAPITALRADIOB 
https://t.co/sh0iCvBNCf

Situacion del mercado @negocios_tv 
https://t.co/DwA0NYlBQC

#ibex35 #radio #tv #economia #finanzas"
Wed Dec 15 17:45:00 +0000 2021,VictorG_bolsa,"Entra $ROVI en el #Ibex35 y son este tipo de valores lo que necesita el indice: Fuertes y alcistas. Percentil 94% en el sector Farmacetico.

#españa #investing #inversion #sp500 #amibroker https://t.co/Z0m0FQL4yu"
Sat Dec 04 21:08:25 +0000 2021,Bolsacarlosmari,"#Ibex35 todavía con recorrido a la baja hacia la zona 7.800 puntos, indicador Atlas sigue activado, media de 30 semanas girando a la baja, RSI en sobre venta pero con recorrido, velas semanales. https://t.co/fW7AoPeOo5"
Wed Dec 15 21:46:09 +0000 2021,Bolsacarlosmari,"#Ibex35 aguanta como puede pero no espabila, o cambian mucho las cosas o ni rallye de Navidad, ni leches... https://t.co/Sp66k8L723"
Sat Dec 18 09:19:25 +0000 2021,ElRealDeA8,"🌍 #Índices / #StockMarkets 🌎

Muchísimo ruido, pero los soportes siguen aguantando.

Lots of noise, but the supports are still holding.

⬇️ Soportes clave / Key levels ⬇️

#SP500 🇺🇸 4.550
#NASDAQ100 🇺🇸 15.700
#DAX40 🇩🇪 15.000
#IBEX35 🇪🇸 8.300 https://t.co/vrvoCzvxdQ"
Fri Dec 17 07:21:32 +0000 2021,MVelazquez83,"Ojo hoy cuádruple hora bruja y venimos de una semana ajetreada con bancos centrales. 
De momento los futuros anticipan caídas en Europa: 

#Ibex35 🇪🇸-1,2% 
#Cac40 🇫🇷-0,7%
#Mibtel 🇮🇹-0,6%
#Ft100 🇬🇧-0,4%
#DAX 🇩🇪 -0,15%"
Thu Dec 02 05:59:11 +0000 2021,anahdezbonancia,"Una mujer fuerte del #Ibex 
#MartaOrtega se convertirá en la mujer más poderosa y más joven del #Ibex35 
Su liderazgo en el #ConsejodAdministracion mostrará 
su estilo de gestión y esperemos que esté más alejado del actual hermetismo
https://t.co/h9RkGL8Mln vía @el_pais"
Thu Dec 02 19:22:36 +0000 2021,Bolsacarlosmari,"#Ibex35 aguanta como puede sobre los 8.260 puntos, sigue la imagen de espejo en indicador Koncorde, media de 30 sesiones decreciente. https://t.co/yW0KxwgA16"
Fri Nov 26 08:59:48 +0000 2021,rjlapetra,#BlackFriday en el #Ibex35 https://t.co/6DIUQZCugm https://t.co/bvFQiO4cg3
Fri Nov 26 12:47:50 +0000 2021,CDCInteligencia,"⚠️ #variante de #COVID19  pánico en los mercados: las bolsas y el petróleo se hunden
El #ibex35 se desploma más de un 3%: el #Turismo y la #banca caen a plomo
El #Nikkei de Japón ha cedido un 2,5%: caídas en turismo y ocio
El #petróleo Brent y West caen ⬇️
@DathosBD
#Economia 🎲 https://t.co/bhVzK4JaFb"
Fri Nov 26 18:12:06 +0000 2021,Bolsacarlosmari,"#Ibex35 perdida del subcanal creciente, indicador Atlas activado, media de 30 semanas en disposición de girar decreciente, objetivo en la parte inferior del canal creciente de octubre 2020, velas semanales. https://t.co/Jf2WunXq5t"
Thu Nov 25 10:22:44 +0000 2021,ecologistas,"Arranca el #ToxicTour para denunciar el #IBEX35contralaVida en México. Nos acompaña Ángel Sulub, integrante del Congreso Nacional Indígena. Os iremos contando todas las patas en este hilo. 👇🏽 https://t.co/oPg0fEfSZN"
Mon Nov 29 21:28:16 +0000 2021,Bolsacarlosmari,"#Ibex35 no ha aguantado las primeras 24 horas a pesar de la imagen de espejo en Koncorde, muchas dudas de que pueda cerrar el gap antes de seguir cayendo. https://t.co/1kfjoZT5rN"
Fri Nov 26 18:39:45 +0000 2021,PerezPombo,"Dicen que #Bitcoin es humo y, en cambio, el #Ibex35 está bien, es fiable y un mercado regulado... 👇 https://t.co/Ax0ZvJuxKU"
Mon Nov 29 09:37:42 +0000 2021,AUDIOmercados,"ÚLTIMAHORA: Sudáfrica avanza que las vacunas sí parecen proteger contra enfermedad severa de la variante #Omicron, la mayoría de ingresos son de personas no vacunadas.

*con demora, tiempo real:
https://t.co/rHPVM5Eu3T

#pandemia #covid19 #virus #trading #Bolsa #Ibex35 #DAX40 https://t.co/0CpAarpT2z"
Thu Dec 02 14:42:35 +0000 2021,Acampa_polapaz,Máis contribución do #Ibex35 á ocupación e #espolio do #SaharaOccidental. Está previsto que parta de Bilbao un buque con compoñentes para parques eólicos que Marrocos constrúe alí ilegalmente @_uxio @BoletusEdulius https://t.co/ghyZfM8rnC #SaharaOccidental vía @x1saharalibre
Wed Dec 01 16:42:10 +0000 2021,FinanzasGpm,"📌""No te rías del #Ibex35, es el mejor barómetro para analizar la evolución de las bolsas globales a medio plazo"" nuevo #post en el #blog del Instituto
@FinanzasGpm por Hugo Ferrer @ContraInvest https://t.co/Fd142h93Bf https://t.co/TKPM3x0Doj"
Sun Nov 28 19:41:10 +0000 2021,Bolsacarlosmari,"#Ibex35 la zona de apoyo queda en 8.270 puntos, sobre ese soporte podrían intentar el rebote hacia la 1ª zona de resistencia que ha dejado en la zona 8.620 puntos, velas semanales. https://t.co/usmFu0MmCp"
Mon Nov 29 08:24:04 +0000 2021,zonavalue,"📊 #BOLSA: El #ibex35 arranca en positivo. 

🇪🇸 #Ibex35 🔺 +1,05% (8.491 puntos)

Mayores subidas⬆
#ArcelorMittal ⬆+2,93%
#Sabadell ⬆+2,48%
#Santander ⬆+2,44% https://t.co/P4NvZgrFPD"
Fri Nov 26 16:43:43 +0000 2021,Renta4,"📈#BOLSA: Importantes caídas en las bolsas por temor a nuevas variantes del #Covid

🇪🇸#Ibex35 🔻 -4,96% (8.402,7 puntos)

Mayores subidas
#SiemensGamesa 🔼 +3,54%
#Cellnex🔼 +1,97%
#PharmaMar 🔼 +1,18%

Mayores caídas
#IAG 🔻 -15,59%
#Santander 🔻 -8,92%
#Aena 🔻 -8,77%"
Thu Nov 25 15:40:40 +0000 2021,yayo_herrero,Hilobque repasa el #ToxicTour que denuncia los atentados del #Ibex35  contra la vida 👇🏽👇🏽👇🏽
Fri Dec 03 07:59:20 +0000 2021,Roger_bolsa,"El indicador ""Koncorde"" creado por @Blai5_ es muy útil para detectar posibles suelos/techos de mercado. En el caso del #Ibex35 y de algunos valores (#BBVA y #Inditex) se está viendo el llamado ""espejo"" (manos débiles venden y manos fuertes compran aprovechándose de esas ventas). https://t.co/X8vtuwNxr5"
Fri Dec 03 20:35:18 +0000 2021,abelac62,"#IBEX35 Técnicamente ya no es alcista de MP. Máx. y mín. decrecientes con las medias de MP girándose y cruzándose a la baja. Soporte en niveles Fibonacci y en la zona de 7663. Tendrá rebotes, pero será difícil que pueda superar máx. precedentes de MP (zona de 9200). https://t.co/VgEyjusVUO"
Sat Dec 04 11:29:00 +0000 2021,VictorG_bolsa,"🔴NUEVO ARTICULO EN @Rankia 📰

METAVERSO PERVERSO.
https://t.co/XUz2o8McrC

#ibex35 #sp500 #dowjones #nasdaq100 #economia #articulos #news #papel #radio #inversion #mercados #rankia #metaverso #meta #facebook https://t.co/04TV7byedx"
Tue Nov 30 21:27:21 +0000 2021,Bolsacarlosmari,"#Ibex35 vital no perder los 8.260 puntos, pero dudo que los pueda conservar, confirmaría un doble techo que tendría como primer destino la zona objetivo (7.800) que ya hemos comentado. https://t.co/wOobcQ8HQR"
Sat Dec 04 08:32:40 +0000 2021,makingatrader,"El ''Rally de Navidad'' de este año:

$SPX $NDX $DJI #IBEX35 https://t.co/y84X55ctcm"
Fri Dec 03 12:04:28 +0000 2021,RebelStreaming,"📢 ¿Sabías que las empresas del #ibex35 vulneran los derechos humanos?

@bbva, @iberdrola, @Naturgy, @Renfe, @ACCIONA, @enagas, @GrupoElecnor y
 @Abengoa contribuyen a la
crisis ambiental y la violación de #DDHH 👇

🎥 https://t.co/7kOei4WS0b

#Ibex35ContraLaVida #ToxicTour https://t.co/5qy75K1xaM"
Fri Nov 19 21:36:42 +0000 2021,tomkucharz,"Mientras la población brasileña sufre violencia, desigualdad y despojo, las empresas del #IBEX35 financiaron la campaña de Bolsonaro. Y luego reciben aquí los fondos europeos y todo el apoyo del Gobierno español para extender sus negocios criminales en Brasil. #Ibex35contralavida"
Wed Nov 24 08:19:43 +0000 2021,StaminaTraders,"#apertura #Mercados #indices #Bolsa 
#Ibex35 🇪🇸⬆️8.832,34
#DAX 🇩🇪⬆️15.968,9
#estx50 🇪🇺⬆️4.294,55
#CAC40 🇫🇷⬆️7.052,18
#ftse100 🇬🇧⬆️7.274,9
#ftsemib 🇮🇹⬆️27.033
https://t.co/cKuieZREz4
📈📊📈"
Tue Nov 16 11:50:23 +0000 2021,FXMAG_Espana,"🔥🔥Solaria consigue beneficios récord🔥🔥

¡Atento a lo que nos comenta @DanielSantacreu en @FXMAG_Espana !

#solaria #ibex #ibex35 #mercado #dolar #dollar #usd #euro #eur #pharmamar #mapfre #acciona #acerinox #arcelormittal #aena #viscofan #repsol #btc

https://t.co/OVBze8vj8i"
Mon Nov 15 08:31:02 +0000 2021,zonavalue,"📊 #BOLSA: El #ibex35 arranca la semana en terreno negativo. 

🇪🇸 #Ibex35🔻 -0,61% (9.010 puntos)

Mayores subidas⬆
#PharmaMar 🔺+1,22%
#MerlínProperties 🔺+0,72%
#Cellnex 🔺+0,55% https://t.co/h62RFbCxkL"
Thu Nov 18 07:36:13 +0000 2021,AUDIOmercados,"Morning Call 18/11: China estudia liberar reservas de petróleo, la divergencia de los bancos centrales empieza a castigar al euro! 

Todas las claves gracias al broker @IGEspana 
👇
https://t.co/Dr40qPWeid

#WallStreet #EURUSD #OOTT #BidenXi #Oil #Ibex35 #BCE #trading #forex https://t.co/npXzyfadbm"
Wed Nov 24 08:23:46 +0000 2021,zonavalue,"📊#BOLSA: El #Ibex35  arranca el #miércoles al alza🙌. 

🇪🇸 #Ibex35 Triángulo apuntando hacia arriba  +0,17% (8.830,1 puntos)

Mayores subidas⬆
#Repsol 🔺+0,79%
#Endesa 🔺+0,74%
#Amadeus 🔺+0,64%

#FelizMiercoles https://t.co/gsB7vFDst0"
Wed Nov 17 08:19:31 +0000 2021,EPeconomia,"El #Ibex35 amanece con una caída del 0,34% y pugna por mantener los 9.000 enteros.
https://t.co/DPrwUHgAuS https://t.co/8bskAdMcWi"
Tue Nov 16 07:27:28 +0000 2021,AUDIOmercados,"Morning Call 16/11: El primer cara a cara Xi-Biden relaja tensiones e impulsa al yuan a máximos de 2018! 

Todas las claves gracias al broker @IGEspana 
👇
https://t.co/hf6wdMmHwG

#trading #Ibex35 #Bolsa #Traders #WallStreet #USDCNH #OOTT #yuan #TradeWars #ChinaUS #forex https://t.co/hbfZBi6V5A"
Tue Nov 23 16:09:24 +0000 2021,elBotifler,"Els catalans de debò només fem la compra al mercat del barri o al Bonpreu, però si algú us força a anar al Mercadona aneu alerta perquè us podríeu trobar amb aquesta BRUTAL AGRESSIÓ contra CATALUNYA en forma d'una llauna de bonítol que costa 1,55€! #Ibex35 #Monarquia https://t.co/UtE8dzneoR"
Wed Nov 17 17:52:43 +0000 2021,okdiario,"#Video El #Ibex35 pierde los 9.000 puntos y vuelve a niveles de octubre, con la inflación y los contagios de coronavirus en el punto de mira 
https://t.co/mbkdcxNpPa https://t.co/VUKG86Vl8C"
Mon Nov 22 07:28:33 +0000 2021,AUDIOmercados,"Morning Call 22/11: Bolsas suben pendientes de nuevos confinamientos en Europa, los inversores aguardan a la decisión de Biden! 

Todas las claves gracias al broker @IGEspana 
👇
https://t.co/Nbx6NnvHiA

#trading #Ibex35 #Bolsa #WallStreet #OOTT #WTI #EURUSD https://t.co/BU2ZFX6Gw8"
Fri Nov 19 13:33:55 +0000 2021,Albitamix,#IBEX35 Diario_ Me tenía aburrida con esa Onda de Wolfe que amenazaba pero no quería bajar y mira... hoy avanza lo que en meses https://t.co/2rVA7mrCQi
Thu Nov 25 07:30:14 +0000 2021,AUDIOmercados,"Morning Call 25/11: Aumentan el miedo a que se acelere el tapering, las bolsas rebotan por el Dia de Acción de Gracias!

Todas las claves gracias al broker @IGEspana
👇
https://t.co/OWZuG8Ua4G

#thanksgiving #WallStreet #OOTT #DAX40 #Ibex35 #Bolsa #forex #DXY https://t.co/ScJoGuVuOY"
Thu Nov 18 20:05:34 +0000 2021,Bolsacarlosmari,#Ibex35 posible visita a la zona 8.765 puntos donde se encuentra la parte inferior del canal creciente de este año. https://t.co/nIPauh36WD
Thu Nov 18 15:32:35 +0000 2021,ibroker_es,Colaboración especial de nuestro compañero Carlos Aguirre en @negocios_tv Para más info sobre #ibex35 no te pierdas su intervención. https://t.co/VGT21pGE8w
Tue Nov 23 18:49:17 +0000 2021,Bolsacarlosmari,"#Ibex35 aguanta como puede, sobre el subcanal creciente de este año, el objetivo de caída de cortisimo plazo está terminado, incipiente imagen de espejo en indicador Koncorde. https://t.co/VdYm2k1AN6"
Sun Nov 21 13:14:00 +0000 2021,Servimedia,"👥💵Los consejeros delegados del #ibex35 han cobrado 91 veces más que sus plantillas en los últimos cinco años

📝Así lo revela un estudio de @KPMG_ES 

📰Informa @JaimeMontes_ 👇
https://t.co/cugUEVroLI"
Sun Nov 21 20:28:30 +0000 2021,Pablo_Economia,"Deuda de las compañías del #ibex35 (#bolsa España 🇪🇸) a cierre de Sept 2021 y cómo ha variado desde 2010.

Vía ⁦@expansioncom⁩ https://t.co/7feH1NFeQn"
Fri Nov 19 08:10:52 +0000 2021,Meigatrader,"OJO HOY #VENCIMIENTOS 

HORARIO de #VENCIMIENTOS por la MAÑANA 

12:00  Opciones sobre #EuroStoxx50

13:00  Opciones sobre #Dax

HORARIO de #VENCIMIENTOS por la TARDE 

15:30 Opciones  #EEUU

16:00 Futuros y opciones  sobre #CAC40 y #AEX

16:45 Futuros y opciones sobre #ibex35"
Tue Nov 16 07:45:45 +0000 2021,StaminaTraders,"Como vienen los #futuros #Indices #FelizMartesATodos 
#Ibex35 -0,23%
#DAX +0,25%
#esx50 +0,34%
#SP500 +0,02%
@StaminaTraders @pakotrading @ArgentaPatrimon @PepPonsCosta @mauriciopriego @ProRealTimeDE @proyecto_trader @pacolas1 @IamLuisDavid @BolsaInversion @practifinanzas"
Mon Nov 08 08:59:54 +0000 2021,Introsfera,"#GAMESA rebota con fuerza esta mañana +8%. Sin embargo esta subida no cambia su situación técnica que sigue siendo bajista. Para que haya un cambio de tendencia en el c/p debería al menos rebasar los 23,85 en precios de cierre y dar por superado el canal bajista #SGRE #Ibex35 https://t.co/tDbbg7npz0"
Mon Nov 15 07:25:59 +0000 2021,AUDIOmercados,"Morning Call 15/11: Expectativas de inflación en máximos de 15 años, economistas elevan pico en la Zona Euro para 2021 al 4,2%! 

Todas las claves de la sesión gracias al broker @IGEspana 
👇
https://t.co/9ULQdU1oK3

#WallStreet #OOTT #trading #Ibex35 #Bolsa #EURUSD #forex https://t.co/jwqIQGsQ0J"
Tue Nov 09 19:02:47 +0000 2021,negocios_tv,"El #Ibex35 se anota un alza plana y pierde los 9.100 puntos

#CierredeBolsa https://t.co/aGlvYwcK9F"
Thu Nov 04 19:40:00 +0000 2021,VictorG_bolsa,"🔴NUEVO VIDEO📺 Curso Gratis de Economia para todos👨‍🏫

Capitulo 11. Expiraciones de opciones en cuadruple hora bruja y el juego del Gamma Squeeze

https://t.co/lXtnZZlNAQ

#trading #acciones #mercado #economia #finanzas #investing #inversion #españa #usa #nasdaq100 #sp500 #ibex35"
Thu Nov 04 08:12:38 +0000 2021,Kostarof,"#Telefonica si está pasando esto en la cotización, si en unos minutos o segundos en algunos casos puede pasar esto en un peso pesado del mercado español #ibex35 que no podrán hacer con cualquier valor cotizado en nuestro #mercadoderepublicabananera https://t.co/ZXvZcYkuiq"
Thu Nov 04 10:43:44 +0000 2021,openods_,"Llegó el día! Ya podéis consultar los resultados del #RankingOpenODS del #IBEX35, que califica la transparencia en el cumplimiento de la #Agenda2030 de las principales compañías del país: https://t.co/dzLn4OZTVz 🧵"
Sun Nov 14 20:16:10 +0000 2021,Pablo_Economia,"Deuda de las compañías del #ibex35 (#bolsa España 🇪🇸) a cierre de septiembre de 2021.

Vía @CincoDiascom https://t.co/Q67eEgf8Bt"
Sat Nov 13 12:30:39 +0000 2021,WarholSanti,"Esta noche grabamos #ResumenSemanalTrading, nos podés enviar vuestras peticiones de #análisis desde YA.
👍 ME GUSTA Y 🔁 RETWEET A ESTA PUBLICACIÓN PARA INCLUIRLAS.

#Bolsa #Formación #Inversión #Trading #Finanzas @YouTube @YouTubeEspanol @lascaldasTR @jastswing1 @WarholSanti https://t.co/EE2j5XM2qD"
Sun Nov 14 19:49:15 +0000 2021,Pablo_Economia,"Resultados (facturación,EBITDA y beneficio neto) de las compañías del #ibex35 (#bolsa España 🇪🇸) en los primeros nueve meses del año. 

Vía @expansioncom https://t.co/daQeARvyLl"
Fri Nov 05 07:26:40 +0000 2021,AUDIOmercados,"Morning Call 05/11: Los rendimientos se relajan y los inversores moderan su presión sobre subidas de tipos a la espera del NFP! 

Todas las claves de la última sesión de la semana gracias al broker @IGEspana 
👇
https://t.co/Wzyn1QGjEw

#WallStreet #OOTT #NFP #Ibex35 #Bolsa https://t.co/uWVvphMecp"
Mon Nov 08 12:54:23 +0000 2021,FXMAG_Espana,"🤩🤩¡Índices en máximos!🤩🤩

El crudo, oro y plata recuperándose

¡Atento a lo último de @MasQueTrading!

#metales #oro #crudo #wti #brent #petroleo #repsol #iberdrola  #ibex35 #ftse100 #nikkei #indices #acciones #euro #dolar #dollar #usd #forex #bitcoin

https://t.co/c4FZeN6oUx"
Fri Nov 05 07:56:21 +0000 2021,Roger_bolsa,Un vistazo al #Ibex #Ibex35 en gráfico semanal y diario. Cercano a zonas de resistencia importantes (9.300 y el 1er hueco semanal pendiente del COVID). #Trading #Bolsa https://t.co/e7foQ9bIRi
Tue Nov 09 23:34:41 +0000 2021,mercadounico,#cripto #sp500 #Bitcoin #NASDAQ #NYSE #Ibex35  #cryptocurrency Ojo a la #bolsa (#bolsadevalores) y #Criptomonedas: se viene una FUERTE corrección... en horas/DÍAS.
Thu Nov 11 07:28:23 +0000 2021,AUDIOmercados,"Morning Call11/11 : La Casa Blanca preocupada por una inflación que puede frenar la economía y también el plan de gasto!

Todas las claves gracias al broker @IGEspana 
👇
https://t.co/0EIypmQPuR

#WallStreet #OOTT #Tesla #ElonMusk #trading #forex #Fed #EURUSD #Ibex35 #Bolsa https://t.co/Fep7cjcuuf"
Sun Nov 07 17:30:00 +0000 2021,VictorG_bolsa,"Conviene recordar que cortar las perdidas a tiempo a largo plazo es una victoria siempre #GALAPAGOS  👇👇 $GLPG 

#ibex35 #holanda #acciones #trading https://t.co/sBZqR9fyrp"
Thu Nov 04 19:45:00 +0000 2021,BolsaPlaneta,"📺NUEVO VIDEO 📺

6 ACCIONES INTERESANTES a vigilar en ITALIA 🇮🇹

En menos de 15 minutos! Si valoras este tipo de contenidos agradecemos su difusión para seguir haciendo más! 😃👍

👉https://t.co/ctmqSPX22w

 #trading #inversion #finanzas #ibex35 #mib40  #nasdaq #apagon #sp500 https://t.co/6Yr70hdr7x"
Wed Nov 03 17:30:00 +0000 2021,VictorG_bolsa,"Este mes de noviembre empieza el frio ❄️❄️ 

Que mejor que quedarse en casa viendo el sabado 13 Noviembre de 10h a 14h en @xtbes el evento que organiza? 

Apuntate y mas informacion con el siguiente link! 👇

https://t.co/70zXAA4P95

#trading #ibex35 #sp500 #broker #inversion"
Wed Aug 19 15:02:00 +0000 2020,VictorG_bolsa,$GLP #GALAPAGOS la nueva Intel. ya intenté el trade sin éxito... perdio el 61'8% algo iba mal. Hoy FDA no le aprueba el medicamento para la artritis y desplome del 25%. No todo lo que veo se cumple y mira que la recomende veces.Que importante es gestionar el capital y los stops.
Fri Nov 05 07:43:15 +0000 2021,StaminaTraders,"Como vienen los #futuros #Indices #FelizViernes 
#ibex35 +0,10%
#Dax40 -0,17%
#esx50 -0,13%
#SP500 -0,11%
@StaminaTraders @JACOSTAYLARA @acontrerasb83 @abrmiguel @gallegazo9 @alexisxy @AlexWordsworth1 @xalmond @AlvaroL_GdC @atindor @ArgentaPatrimon @sunprojec @MauricioCSinner"
Wed Nov 03 19:38:01 +0000 2021,prnoticias,"🔎 OpenODS: @Iberdrola, @Telefonica y @CaixaBank son las compañías del #IBEX35 más transparentes con la #Agenda2030 https://t.co/1IxTKvc58Y"
Fri Nov 05 17:36:35 +0000 2021,blogdeeconomia,"📣  #VIDEO en Youtube de ROBERTO MORO en el Blog del Instituto de Finanzas GPM : ¿Es válida la ruptura alcista del ibex?✍️ @MoroRoberto @FinanzasGPM   #⃣ #Bolsa #Actualidad  #AnalisisTecnico 📈📉  #Ibex35 #Ibex 
https://t.co/9LZhE0bYKL"
Sat Nov 13 12:34:17 +0000 2021,WarholSanti,"Tenemos de momento:

#ERCROS
#PHARMAMAR
#OHL
#DIA
#IAG
#FALG
#SODEXO
#MAIRETECNIMONT
#TESLA
#AMAZON
#BEKE 
#GRTS
#RYN

#AnalisisBursátil #Acciones #Cartera #IBEX35 #SP500 #NASDAQ100 #RUSSELL2000 #BITCOIN #ETHEREUM #NoGurus @SeedsMentor @es_tradingview #Sostenible #estrategia"
Thu Oct 28 07:24:32 +0000 2021,zonavalue,"📊 #BOLSA: El #ibex35 sube tras su apertura en la sesión del #jueves. 

🇪🇸 #Ibex35 🔺  +0,10% (8.971 puntos)

Mayores subidas⬆
#Sabadell 🔺+2,32%
#MeliáHotels 🔺+1,17%
#Indra 🔺+0,99%

#FelizJuevesATodos https://t.co/zjb0osDfGl"
Mon Nov 01 18:48:34 +0000 2021,Bolsacarlosmari,"#Ibex35 superación de la zona 9.050 puntos, nos vamos a probar los 9.250 - 9.300 puntos, media de 30 sesiones creciente, capital en posiciones compradoras. https://t.co/GgtoyE4G5G"
Wed Oct 27 15:51:18 +0000 2021,CAPITALRADIOB,"🔴 ANÁLISIS | Hace unos minutos contábamos en directo, en #MercadoAbierto el cierre de la jornada para el #IBEX35

➡️ Lo hemos analizado con @carlosladerogal de @gpmbroker 

🎙 Aquí tienes el podcast 👉 https://t.co/wot9NpDN26 https://t.co/5cOewqaK9w"
Wed Nov 03 15:55:54 +0000 2021,gorkalerchundi,"Durante los próximos 2 días, #Córdoba es sede de la reunión anual de los #TravelManagers de @aegve_, asociación que alberga a las principales empresas del #IBEX35. Una oportunidad única para posicionar a #Andalucía en el #BusinessTravel 💼

Encuentro co-organizado por @TurismoAND https://t.co/xAr7KGUxJT"
Sun Oct 31 09:30:00 +0000 2021,NextepFinance,"El viento de cola de las bolsas internacionales impulsa el #IBEX35 📈

Pd: Y no es solo el sector tecnológico...

🎥@AlvargonzalezV en @eltorotv https://t.co/IIjXI8zTCy"
Tue Oct 26 18:45:00 +0000 2021,BolsaPlaneta,"Sabeis de que se trata?? Para más informacion visita nuestra web y prueba con nosotros! Muchos alumnos ya dentro y muy contentos del contenido!

Te esperamos!
https://t.co/dR5HzHLoEY

#ibex35 #dowjones #nasdaq100 #acciones #inversion #finanzas #bolsa #screeners #breadth #market https://t.co/O6Njpr2uD7"
Tue Nov 02 09:36:22 +0000 2021,FinanzasGpm,"""Por fin el #Ibex35 rompe los 9.000 puntos"" por 
@ebolinches
. Nuevo #post en el Blog del #Institutodefinanzasgpm
https://t.co/xrG7TPRBlS https://t.co/4S1aHiplFk"
Fri Oct 29 16:25:29 +0000 2021,abelac62,#IBEX35 Cerrando en los máximos de la semana en su resistencia clave. En caso de superación se iría a buscar los 9310 e incluso podría atacar la directriz bajista en la zona de los 9500. Soporte en la directriz alcista. https://t.co/LTUntgGZGt
Fri Oct 29 17:54:51 +0000 2021,Pegaso121080,"Nuevo #Análisis de Acciones en el canal 💪

#Acciones del #ibex35 
Niveles de interés 👀

Espero que guste y/o ayude 🙏
🔁Gracias por compartir 🔁

👇👇👇
https://t.co/66AlvguCk6"
Tue Nov 02 18:40:39 +0000 2021,EspeculacionCP,"#DowJones #SP500 #NASDAQ #DAX #Ibex35 #CAC40
📢 Cuál es el más fuerte!!?  El Nasdaq!!!
📢 Cuál es el más débil!!? El Ibex!!
📢 Cuál hay que comprar!!? El Ibex!! (tiene mucho potencial de subida!)
📢 Cuál hay que vender!!? El Nasdaq!! (puede caer mucho!)

Y así siguen algunos...😱 https://t.co/Da1slM488M"
Wed Nov 03 17:03:21 +0000 2021,CAPITALRADIOB,"🔴 ANÁLISIS | Hace unos minutos contábamos en directo, en #MercadoAbierto el cierre de la jornada para el #IBEX35

➡️ Lo hemos analizado con @carlosladerogal de @gpmbroker 

🎙 Aquí tienes el podcast 👉 https://t.co/8JlUAbK5uE https://t.co/SNA2kwC86Z"
Thu Oct 28 12:01:08 +0000 2021,AUDIOmercados,"Te invitamos en media hora a nuestra retransmisión especial y en directo 🔴 de la rueda de prensa de la presidenta del #BCE Christine Lagarde tras la decisión de tipos de interés (14:30 GMT+2).

👇👇

https://t.co/b2ZHzvBa41

#BCE #EURUSD #trading #forex #Lagarde #DAX40 #Ibex35 https://t.co/FsGpvZW0BF"
Tue Oct 26 15:57:26 +0000 2021,RugoaTrader,"#Ibex35 volvemos a la zona de siempre , si hace lo mismo de los dos últimos meses , mañana tendremos bajada . Hablará el BCE y la mayoría de las veces los bancos bajan y con ello nuestro IBEX . https://t.co/OjObkHmwOg"
